label,kappa,coupling,values_layer,observer,integration,theta_EC,value_divergence,psi,goal_correct,final_entropy,error_reduction
honest,0.2,1.0,False,37,0.1032878560979847,0.2914170863209978,0.0142713579012472,0.0003289265283111447,0,1.3568145343619002,-0.17477135670425192
honest,0.2,1.0,True,37,0.007276187899803716,0.6357458756338126,0.4446823445422658,2.3171467737228915e-05,0,1.3568145343619002,-0.17477135670425192
honest,0.2,0.0,False,38,0.06753333890285354,0.35367089603919294,0.0036708960391929647,5.531904168311649e-05,0,1.3509169685593851,-0.045165991113631065
honest,0.2,0.0,True,38,0.00013718223020036416,1.1372772915170763,0.7872772915170765,1.1237101013994396e-07,0,1.3509169685593851,-0.045165991113631065
honest,0.2,1.0,False,38,0.1131121653540311,0.28293671683135435,0.0036708960391929647,9.265433475884038e-05,0,1.3509169685593851,-0.045165991113631065
honest,0.2,1.0,True,38,0.0008457678574384215,0.9098218332136612,0.7872772915170765,6.927995582623152e-07,0,1.3509169685593851,-0.045165991113631065
honest,0.2,0.0,False,39,0.05649330078871799,0.38672667182909604,0.03672667182909606,0.0004629806766840571,0,1.3380631059708175,-0.2546829336179046
honest,0.2,0.0,True,39,0.00011901559748872257,1.164308618738163,0.8143086187381632,9.753709040185927e-07,0,1.3380631059708175,-0.2546829336179046
honest,0.2,1.0,False,39,0.1000455355423471,0.30938133746327684,0.03672667182909606,0.0008199051763295962,0,1.3380631059708175,-0.2546829336179046
honest,0.2,1.0,True,39,0.0007662441331672921,0.9314468949905305,0.8143086187381632,6.279615854024028e-06,0,1.3380631059708175,-0.2546829336179046
honest,0.4,0.0,False,0,0.07329007789510845,0.3869353539806874,0.03693535398068741,0.0013828023942491921,1,1.289553979865246,0.30597811747042936
honest,0.4,0.0,True,0,0.0020649029728643,0.8423590594392765,0.49235905943927644,3.8959608950826366e-05,1,1.289553979865246,0.30597811747042936
honest,0.4,1.0,False,0,0.21432962071990933,0.23216121238841242,0.03693535398068741,0.0040438695277985595,1,1.289553979865246,0.30597811747042936
honest,0.4,1.0,True,0,0.029740436403686885,0.5054154356635658,0.49235905943927644,0.0005611284343822323,1,1.289553979865246,0.30597811747042936
honest,0.4,0.0,False,1,0.045821243813175476,0.3998626498785708,0.0498626498785708,0.0011671183642877783,1,1.3580836188360423,0.14889898650404798
honest,0.4,0.0,True,1,0.00012368015292979316,1.1450607550998817,0.7950607550998818,3.150271921269324e-06,1,1.3580836188360423,0.14889898650404798
honest,0.4,1.0,False,1,0.14722386773373186,0.23991758992714246,0.0498626498785708,0.003749956688083309,1,1.3580836188360423,0.14889898650404798
honest,0.4,1.0,True,1,0.004803986450685882,0.687036453059929,0.7950607550998818,0.00012236291164957348,1,1.3580836188360423,0.14889898650404798
honest,0.4,0.0,False,2,0.06983476731341608,0.3750358653032427,0.02503586530324271,0.0008931141512345958,0,1.3150636686210269,-0.053532096076720936
honest,0.4,0.0,True,2,0.015252577071573396,0.5723366718874316,0.22233667188743161,0.0001950646210974276,0,1.3150636686210269,-0.053532096076720936
honest,0.4,1.0,False,2,0.19954900199134418,0.2250215191819456,0.02503586530324271,0.0025520245058362474,0,1.3150636686210269,-0.053532096076720936
honest,0.4,1.0,True,2,0.08817220628073931,0.343402003132459,0.22233667188743161,0.0011276309523805888,0,1.3150636686210269,-0.053532096076720936
honest,0.4,0.0,False,3,0.05829219501867864,0.4022790416523028,0.05227904165230285,0.0015567207020840436,0,1.3107403652283711,-0.3573701407147283
honest,0.4,0.0,True,3,0.0010301854302793795,0.9141239059848293,0.5641239059848293,2.751159028729985e-05,0,1.3107403652283711,-0.3573701407147283
honest,0.4,1.0,False,3,0.18318233075309096,0.2413674249913817,0.05227904165230285,0.004891970982529786,0,1.3107403652283711,-0.3573701407147283
honest,0.4,1.0,True,3,0.01885782837906276,0.5484743435908975,0.5641239059848293,0.000503607246641309,0,1.3107403652283711,-0.3573701407147283
honest,0.4,0.0,False,4,0.04963988608756407,0.3917685639462313,0.041768563946231324,0.001059139083111468,0,1.3547384549982893,-0.5032072398535428
honest,0.4,0.0,True,4,0.0036284968692167057,0.7246754879169508,0.3746754879169508,7.74192519369579e-05,0,1.3547384549982893,-0.5032072398535428
honest,0.4,1.0,False,4,0.15467606137484247,0.23506113836773876,0.041768563946231324,0.0033002384722410822,0,1.3547384549982893,-0.5032072398535428
honest,0.4,1.0,True,4,0.03569695745434962,0.4348052927501705,0.3746754879169508,0.0007616464453882123,0,1.3547384549982893,-0.5032072398535428
honest,0.4,0.0,False,5,0.04905502382774516,0.38444772816198935,0.034447728161989384,0.0008632105713718604,1,1.3670477040749838,-0.18670045922933975
honest,0.4,0.0,True,5,0.0001850356979291902,1.0882306204489547,0.7382306204489548,3.256032880434727e-06,1,1.3670477040749838,-0.18670045922933975
honest,0.4,1.0,False,5,0.15004082840486208,0.2306686368971936,0.034447728161989384,0.002640235782399406,1,1.3670477040749838,-0.18670045922933975
honest,0.4,1.0,True,5,0.005985340342028856,0.6529383722693728,0.7382306204489548,0.00010532273054519607,1,1.3670477040749838,-0.18670045922933975
honest,0.4,0.0,False,6,0.05845579701203403,0.3644084212721288,0.014408421272128831,0.0004302458184287308,1,1.3627244222585158,0.16115236252835685
honest,0.4,0.0,True,6,0.002473385405788008,0.7669634929375402,0.41696349293754015,1.820458846851178e-05,1,1.3627244222585158,0.16115236252835685
