leak,reader,encounter,rejectable,gate_open,looked,drift_from_start,value_divergence,arm
0.1,8,3,True,0.18310423136775414,0.125,0.0012174742511686116,0.022284892496440986,skims_it
0.1,8,4,True,0.10000000204247064,0.08333333333333333,0.001043096629753812,2.928402378499879,skims_it
0.1,8,5,True,0.1000000003061469,0.08333333333333333,0.0012398915342225272,3.1590252463865154,skims_it
0.1,8,6,True,0.1,0.16666666666666666,0.0004083867650177672,6.372780924760653,skims_it
0.1,8,7,True,0.10000000054604248,0.08333333333333333,0.00032454710285618994,3.1209561635771563,skims_it
0.1,8,8,True,0.1,0.16666666666666666,0.001158442412819231,6.349918453095105,skims_it
0.1,8,9,True,0.10000000000000023,0.125,0.0011852159590291858,5.097014064705787,skims_it
0.1,8,10,True,0.10000000000000002,0.125,0.0005396179133868536,5.417989476464338,skims_it
0.1,8,11,True,0.10000003291174933,0.08333333333333333,0.0006845412499884157,2.5416773423710057,skims_it
0.1,8,12,True,0.10000000352995393,0.08333333333333333,0.00047996873872137476,2.8002381497777047,skims_it
0.1,8,13,True,0.1,0.16666666666666666,0.0012705852255488065,6.715893857211761,skims_it
0.1,8,14,True,0.10000000000002686,0.20833333333333334,0.0021739926437485887,4.460029776826602,skims_it
0.1,8,15,True,0.10000000390355732,0.08333333333333333,0.0016283493145020853,2.837006314234729,skims_it
0.1,8,16,True,0.1468704038965023,0.08333333333333333,0.0013396215670012646,0.09886958324208811,skims_it
0.1,8,17,True,0.10000000000000413,0.125,0.000825688383372436,4.726074941580455,skims_it
0.1,8,18,True,0.10000002328431752,0.08333333333333333,0.0012453770316489688,2.539342790567395,skims_it
0.1,8,19,True,0.10000000000002537,0.125,0.0011167098386512852,4.480941262019461,skims_it
0.1,9,0,True,0.10000000000000012,0.125,0.00022750763321595152,5.181965928481468,skims_it
0.1,9,1,True,0.10000043880996623,0.08333333333333333,0.0005631790935666948,2.1592443111699953,skims_it
0.1,9,2,True,0.1,0.5,0.0032667526551098426,13.81551054719948,skims_it
0.1,9,3,True,0.1000000000000206,0.125,0.0035188327966280478,4.511829663990649,skims_it
